,sentence_text,tokens,profession,g,profession_first_index,g_first_index,predicted gender,stereotype,distance,num_of_pronouns,corpus,data_index
10876,"When Paula Maxwell left , resident stage director , Roland Rocchiccioli , moved Kear ( at her request ) into the role of Janet , and Joan Miller , who was an understudy , took over from Kear as Columbia .","['When', 'Paula', 'Maxwell', 'left', ',', 'resident', 'stage', 'director', ',', 'Roland', 'Rocchiccioli', ',', 'moved', 'Kear', '(', 'at', 'her', 'request', ')', 'into', 'the', 'role', 'of', 'Janet', ',', 'and', 'Joan', 'Miller', ',', 'who', 'was', 'an', 'understudy', ',', 'took', 'over', 'from', 'Kear', 'as', 'Columbia', '.']",director,her,7,16,female,-1,9,1,wikipedia,14
10877,"It also marked 25 years since Royal Osteoporosis Society president , Her Royal Highness The Duchess of Cornwall , started her longstanding association with the charity .","['It', 'also', 'marked', '25', 'years', 'since', 'Royal', 'Osteoporosis', 'Society', 'president', ',', 'Her', 'Royal', 'Highness', 'The', 'Duchess', 'of', 'Cornwall', ',', 'started', 'her', 'longstanding', 'association', 'with', 'the', 'charity', '.']",president,her,9,20,female,-1,11,2,wikipedia,21
10878,"When speaking about the artist , Cuban art critic and curator Gerardo Mosquera , Ramos is “ .. an artist who surrenders her biography , her most intimate feelings and her own body to discuss social , political and cultural problems , has said of her work …","['When', 'speaking', 'about', 'the', 'artist', ',', 'Cuban', 'art', 'critic', 'and', 'curator', 'Gerardo', 'Mosquera', ',', 'Ramos', 'is', '“', '..', 'an', 'artist', 'who', 'surrenders', 'her', 'biography', ',', 'her', 'most', 'intimate', 'feelings', 'and', 'her', 'own', 'body', 'to', 'discuss', 'social', ',', 'political', 'and', 'cultural', 'problems', ',', 'has', 'said', 'of', 'her', 'work', '…']",artist,her,19,25,female,-1,6,4,wikipedia,20
10879,"Upon recovering the body , police discovered that Carroll had been dumped over that of eighteen - month - old Janet Jackson ; it was later determined that the child had been dumped alive in the ditch before her father , and had suffocated under the weight of his body .","['Upon', 'recovering', 'the', 'body', ',', 'police', 'discovered', 'that', 'Carroll', 'had', 'been', 'dumped', 'over', 'that', 'of', 'eighteen', '-', 'month', '-', 'old', 'Janet', 'Jackson', ';', 'it', 'was', 'later', 'determined', 'that', 'the', 'child', 'had', 'been', 'dumped', 'alive', 'in', 'the', 'ditch', 'before', 'her', 'father', ',', 'and', 'had', 'suffocated', 'under', 'the', 'weight', 'of', 'his', 'body', '.']",child,her,29,38,female,-1,9,2,wikipedia,1
10880,"Her mother was also an artist , and Abney looked up to her .","['Her', 'mother', 'was', 'also', 'an', 'artist', ',', 'and', 'Abney', 'looked', 'up', 'to', 'her', '.']",artist,her,5,12,female,-1,7,2,wikipedia,20
10881,"In the refrain , the singer expresses her wish to have the "" magic flute 's magic "" ( "" trollflöjtens magi "" ) , a reference to Mozart 's opera "" The Magic Flute "" ( The opera 's title in Swedish is "" Trollflöjten "" . )","['In', 'the', 'refrain', ',', 'the', 'singer', 'expresses', 'her', 'wish', 'to', 'have', 'the', '""', 'magic', 'flute', ""'s"", 'magic', '""', '(', '""', 'trollflöjtens', 'magi', '""', ')', ',', 'a', 'reference', 'to', 'Mozart', ""'s"", 'opera', '""', 'The', 'Magic', 'Flute', '""', '(', 'The', 'opera', ""'s"", 'title', 'in', 'Swedish', 'is', '""', 'Trollflöjten', '""', '.', ')']",singer,her,5,7,female,-1,2,1,wikipedia,21
10882,"The artist describes her own process , calling it “ Cut Paper Mosaics , "" where she essentially recycles paper from materials such as magazines .","['The', 'artist', 'describes', 'her', 'own', 'process', ',', 'calling', 'it', '“', 'Cut', 'Paper', 'Mosaics', ',', '""', 'where', 'she', 'essentially', 'recycles', 'paper', 'from', 'materials', 'such', 'as', 'magazines', '.']",artist,her,1,3,female,-1,2,2,wikipedia,21
10883,The judge sees this as a sign that she still cares for him and does not agree to the divorce .,"['The', 'judge', 'sees', 'this', 'as', 'a', 'sign', 'that', 'she', 'still', 'cares', 'for', 'him', 'and', 'does', 'not', 'agree', 'to', 'the', 'divorce', '.']",judge,she,1,8,female,-1,7,2,wikipedia,4
10884,"The artist and her boyfriend , both accused of qualified extortion , were arrested on 9 December 2016 after an investigation by the Lisbon Public Prosecutor 's Office .","['The', 'artist', 'and', 'her', 'boyfriend', ',', 'both', 'accused', 'of', 'qualified', 'extortion', ',', 'were', 'arrested', 'on', '9', 'December', '2016', 'after', 'an', 'investigation', 'by', 'the', 'Lisbon', 'Public', 'Prosecutor', ""'s"", 'Office', '.']",artist,her,1,3,female,-1,2,1,wikipedia,20
10885,"The first artist to perform was Monika Kirovska with her pop - rock song "" I Won "" .","['The', 'first', 'artist', 'to', 'perform', 'was', 'Monika', 'Kirovska', 'with', 'her', 'pop', '-', 'rock', 'song', '""', 'I', 'Won', '""', '.']",artist,her,2,9,female,-1,7,1,wikipedia,14
10886,"On his website , Murphy says that when Tarantino 's former manager , Cathryn Jaymes , "" came back with her notes [ on the manuscript ] my then partner lost it on her , I guess because she did n't want to make changes .","['On', 'his', 'website', ',', 'Murphy', 'says', 'that', 'when', 'Tarantino', ""'s"", 'former', 'manager', ',', 'Cathryn', 'Jaymes', ',', '""', 'came', 'back', 'with', 'her', 'notes', '[', 'on', 'the', 'manuscript', ']', 'my', 'then', 'partner', 'lost', 'it', 'on', 'her', ',', 'I', 'guess', 'because', 'she', 'did', ""n't"", 'want', 'to', 'make', 'changes', '.']",manager,her,11,20,female,-1,9,4,wikipedia,14
10887,Mary Dublin Keyserling ( 1911–1997 ) was a liberal economist and federal employee noted for her sometimes contrarian views on issues facing working women .,"['Mary', 'Dublin', 'Keyserling', '(', '1911–1997', ')', 'was', 'a', 'liberal', 'economist', 'and', 'federal', 'employee', 'noted', 'for', 'her', 'sometimes', 'contrarian', 'views', 'on', 'issues', 'facing', 'working', 'women', '.']",economist,her,9,15,female,-1,6,1,wikipedia,14
10888,"- Paul Bourelly , is a notable guitarist and her late mother was the head of the Art Department at Berlin 's House of the World ’s Cultures .","['-', 'Paul', 'Bourelly', ',', 'is', 'a', 'notable', 'guitarist', 'and', 'her', 'late', 'mother', 'was', 'the', 'head', 'of', 'the', 'Art', 'Department', 'at', 'Berlin', ""'s"", 'House', 'of', 'the', 'World', '’s', 'Cultures', '.']",guitarist,her,7,9,female,-1,2,1,wikipedia,20
10889,"The local liaison officer asks Mademoiselle whether she can find out anything about a customer named Branz , who has aroused suspicion .","['The', 'local', 'liaison', 'officer', 'asks', 'Mademoiselle', 'whether', 'she', 'can', 'find', 'out', 'anything', 'about', 'a', 'customer', 'named', 'Branz', ',', 'who', 'has', 'aroused', 'suspicion', '.']",officer,she,3,7,female,-1,4,1,wikipedia,4
10890,"After Victor secretly gets Summer to forge her signature on the required documents , Phyllis ' doctor begins to administer the drug , and she emerges from her coma .","['After', 'Victor', 'secretly', 'gets', 'Summer', 'to', 'forge', 'her', 'signature', 'on', 'the', 'required', 'documents', ',', 'Phyllis', ""'"", 'doctor', 'begins', 'to', 'administer', 'the', 'drug', ',', 'and', 'she', 'emerges', 'from', 'her', 'coma', '.']",doctor,she,16,24,female,-1,8,3,wikipedia,11
10891,"She admits that Mother Miriam was present when the baby was born , and that she killed the child because she believed it was a mistake .","['She', 'admits', 'that', 'Mother', 'Miriam', 'was', 'present', 'when', 'the', 'baby', 'was', 'born', ',', 'and', 'that', 'she', 'killed', 'the', 'child', 'because', 'she', 'believed', 'it', 'was', 'a', 'mistake', '.']",child,she,18,20,female,-1,2,3,wikipedia,2
10892,"She earned a diploma in Smolensk in 1925 , where her father , Eugène - Ferdinand Piccard , was a university professor and her mother a language teacher at the lycée .","['She', 'earned', 'a', 'diploma', 'in', 'Smolensk', 'in', '1925', ',', 'where', 'her', 'father', ',', 'Eugène', '-', 'Ferdinand', 'Piccard', ',', 'was', 'a', 'university', 'professor', 'and', 'her', 'mother', 'a', 'language', 'teacher', 'at', 'the', 'lycée', '.']",professor,her,21,23,female,-1,2,3,wikipedia,20
10893,"Her father , William Alfred Swadling , was an electrical engineer and her mother was Winifred , née Howell .","['Her', 'father', ',', 'William', 'Alfred', 'Swadling', ',', 'was', 'an', 'electrical', 'engineer', 'and', 'her', 'mother', 'was', 'Winifred', ',', 'née', 'Howell', '.']",engineer,her,10,12,female,-1,2,2,wikipedia,20
10894,"Principal photography for "" News from Home "" took place in the summer of 1976 , three years after the director moved back to Belgium and after she achieved critical success with the 1975 film "" Jeanne Dielman , 23 quai du Commerce , 1080 Bruxelles "" .","['Principal', 'photography', 'for', '""', 'News', 'from', 'Home', '""', 'took', 'place', 'in', 'the', 'summer', 'of', '1976', ',', 'three', 'years', 'after', 'the', 'director', 'moved', 'back', 'to', 'Belgium', 'and', 'after', 'she', 'achieved', 'critical', 'success', 'with', 'the', '1975', 'film', '""', 'Jeanne', 'Dielman', ',', '23', 'quai', 'du', 'Commerce', ',', '1080', 'Bruxelles', '""', '.']",director,she,20,27,female,-1,7,1,wikipedia,11
10895,"One of Murphy 's stage productions with the New Dutch Academy celebrates the infamous 18th century singer , actress , impresario and entrepreneur "" Mrs Cornelys "" ( aka Teresa Cornelys ) and her London circle of Bach , Abel , Garrick , Gainsborough and Casanova , and was created together with the American Baroque dancer and choreographer , Caroline Copeland .","['One', 'of', 'Murphy', ""'s"", 'stage', 'productions', 'with', 'the', 'New', 'Dutch', 'Academy', 'celebrates', 'the', 'infamous', '18th', 'century', 'singer', ',', 'actress', ',', 'impresario', 'and', 'entrepreneur', '""', 'Mrs', 'Cornelys', '""', '(', 'aka', 'Teresa', 'Cornelys', ')', 'and', 'her', 'London', 'circle', 'of', 'Bach', ',', 'Abel', ',', 'Garrick', ',', 'Gainsborough', 'and', 'Casanova', ',', 'and', 'was', 'created', 'together', 'with', 'the', 'American', 'Baroque', 'dancer', 'and', 'choreographer', ',', 'Caroline', 'Copeland', '.']",singer,her,16,33,female,-1,17,1,wikipedia,20
10896,"The Dada artist and poet Baroness Elsa critiqued Williams 's sexual and artistic politics in her experimental prose poem review entitled "" Thee","['The', 'Dada', 'artist', 'and', 'poet', 'Baroness', 'Elsa', 'critiqued', 'Williams', ""'s"", 'sexual', 'and', 'artistic', 'politics', 'in', 'her', 'experimental', 'prose', 'poem', 'review', 'entitled', '""', 'Thee']",artist,her,2,15,female,-1,13,1,wikipedia,14
10897,A former opera singer lives alone with her fortune and a housekeeper .,"['A', 'former', 'opera', 'singer', 'lives', 'alone', 'with', 'her', 'fortune', 'and', 'a', 'housekeeper', '.']",singer,her,3,7,female,-1,4,1,wikipedia,14
10898,She then finds the missing scientist hiding in her office .,"['She', 'then', 'finds', 'the', 'missing', 'scientist', 'hiding', 'in', 'her', 'office', '.']",scientist,her,5,8,female,-1,3,2,wikipedia,14
10899,"The French singer Françoise Hardy included the song in her year 2000 album "" Clair - obscur "" as a duet with Étienne Daho .","['The', 'French', 'singer', 'Françoise', 'Hardy', 'included', 'the', 'song', 'in', 'her', 'year', '2000', 'album', '""', 'Clair', '-', 'obscur', '""', 'as', 'a', 'duet', 'with', 'Étienne', 'Daho', '.']",singer,her,2,9,female,-1,7,1,wikipedia,15
10900,"She persisted , and the President ' s doctor suggested she take a sedative , which she refused .","['She', 'persisted', ',', 'and', 'the', 'President', ""'"", 's', 'doctor', 'suggested', 'she', 'take', 'a', 'sedative', ',', 'which', 'she', 'refused', '.']",doctor,she,8,10,female,-1,2,3,wikipedia,4
10901,"The screenplay was written by John McClain , based on an idea by Ladislas Fodor about a news reporter shipwrecked in a torpedo attack , who teams up with a Hollywood singer and her maid to foil Nazi spies .","['The', 'screenplay', 'was', 'written', 'by', 'John', 'McClain', ',', 'based', 'on', 'an', 'idea', 'by', 'Ladislas', 'Fodor', 'about', 'a', 'news', 'reporter', 'shipwrecked', 'in', 'a', 'torpedo', 'attack', ',', 'who', 'teams', 'up', 'with', 'a', 'Hollywood', 'singer', 'and', 'her', 'maid', 'to', 'foil', 'Nazi', 'spies', '.']",singer,her,31,33,female,-1,2,1,wikipedia,20
10902,"There was great controversy when the princess married Lorentzen , a businessman and army officer who had served as her bodyguard during the War , as she was the first Norwegian Royal to marry a commoner .","['There', 'was', 'great', 'controversy', 'when', 'the', 'princess', 'married', 'Lorentzen', ',', 'a', 'businessman', 'and', 'army', 'officer', 'who', 'had', 'served', 'as', 'her', 'bodyguard', 'during', 'the', 'War', ',', 'as', 'she', 'was', 'the', 'first', 'Norwegian', 'Royal', 'to', 'marry', 'a', 'commoner', '.']",officer,she,14,26,female,-1,12,2,wikipedia,2
10903,"The doctor evacuates with her patient , driving a car away from the city to unspecified northern territory towards the border .","['The', 'doctor', 'evacuates', 'with', 'her', 'patient', ',', 'driving', 'a', 'car', 'away', 'from', 'the', 'city', 'to', 'unspecified', 'northern', 'territory', 'towards', 'the', 'border', '.']",doctor,her,1,4,female,-1,3,1,wikipedia,14
10904,A doctor informs her aunt Lydia -LRB- Agnes Moorehead -RRB- that she has a heart condition that will force her to give up dancing .,"['A', 'doctor', 'informs', 'her', 'aunt', 'Lydia', '-LRB-', 'Agnes', 'Moorehead', '-RRB-', 'that', 'she', 'has', 'a', 'heart', 'condition', 'that', 'will', 'force', 'her', 'to', 'give', 'up', 'dancing', '.']",doctor,she,1,11,female,-1,10,3,wikipedia,4
10905,The surgeon decided to observe and follow her alpha-fetoprotein level closely .,"['The', 'surgeon', 'decided', 'to', 'observe', 'and', 'follow', 'her', 'alpha', '-', 'fetoprotein', 'level', 'closely', '.']",surgeon,her,1,7,female,-1,6,1,pubmed,17
10906,"At a July 2012 campaign event , Walsh accused his opponent of politicizing both her military service as a helicopter pilot and her Iraq War injuries which cost her both legs and the partial use of one arm .","['At', 'a', 'July', '2012', 'campaign', 'event', ',', 'Walsh', 'accused', 'his', 'opponent', 'of', 'politicizing', 'both', 'her', 'military', 'service', 'as', 'a', 'helicopter', 'pilot', 'and', 'her', 'Iraq', 'War', 'injuries', 'which', 'cost', 'her', 'both', 'legs', 'and', 'the', 'partial', 'use', 'of', 'one', 'arm', '.']",pilot,her,20,22,female,-1,2,4,wikipedia,20
10907,"In another instance , Chrissy was picked up by a police officer who assumed she was a prostitute , despite her innocent and good intentions .","['In', 'another', 'instance', ',', 'Chrissy', 'was', 'picked', 'up', 'by', 'a', 'police', 'officer', 'who', 'assumed', 'she', 'was', 'a', 'prostitute', ',', 'despite', 'her', 'innocent', 'and', 'good', 'intentions', '.']",officer,she,11,14,female,-1,3,2,wikipedia,4
10908,"In Geneva , Swiss television made a documentary about the artist and her work , "" Violeta Parra , Chilean Embroiderer "" .","['In', 'Geneva', ',', 'Swiss', 'television', 'made', 'a', 'documentary', 'about', 'the', 'artist', 'and', 'her', 'work', ',', '""', 'Violeta', 'Parra', ',', 'Chilean', 'Embroiderer', '""', '.']",artist,her,10,12,female,-1,2,1,wikipedia,20
10909,"In 2011 , another Filipino artist , Gary Valenciano during his visit in Malaysia has expressed her admiration of Siti 's vocal ability .","['In', '2011', ',', 'another', 'Filipino', 'artist', ',', 'Gary', 'Valenciano', 'during', 'his', 'visit', 'in', 'Malaysia', 'has', 'expressed', 'her', 'admiration', 'of', 'Siti', ""'s"", 'vocal', 'ability', '.']",artist,her,5,16,female,-1,11,2,wikipedia,21
10910,The patient continues to follow up outpatient with her primary care physician and nephrology .,"['The', 'patient', 'continues', 'to', 'follow', 'up', 'outpatient', 'with', 'her', 'primary', 'care', 'physician', 'and', 'nephrology', '.']",physician,her,11,8,female,-1,3,1,covid19,20
10911,"The singer further promoted her first single by broadcasting the location of three mysterious installations , which featured an abandoned car illuminated in green light , a projection lit in green playing a 5-second music video clip and a neon sign with song lyrics .","['The', 'singer', 'further', 'promoted', 'her', 'first', 'single', 'by', 'broadcasting', 'the', 'location', 'of', 'three', 'mysterious', 'installations', ',', 'which', 'featured', 'an', 'abandoned', 'car', 'illuminated', 'in', 'green', 'light', ',', 'a', 'projection', 'lit', 'in', 'green', 'playing', 'a', '5', '-', 'second', 'music', 'video', 'clip', 'and', 'a', 'neon', 'sign', 'with', 'song', 'lyrics', '.']",singer,her,1,4,female,-1,3,1,wikipedia,21
